ORAN;DURUM;PROGRAM
35;AKTİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
35;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
35;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
35;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
35;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
35;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
35;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
35;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
35;AKTİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
35;AKTİF;ADALET                                                                                              
35;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
35;AKTİF;ADALET                                                                                              
35;AKTİF;İLAHİYAT                                                                                            
35;AKTİF;EMLAK YÖNETİMİ                                                                                      
35;AKTİF;EV İDARESİ                                                                                          
35;AKTİF;EMLAK YÖNETİMİ                                                                                      
35;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
35;AKTİF;ADALET                                                                                              
35;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;SPOR YÖNETİMİ                                                                                       
35;AKTİF;İŞLETME                                                                                             
35;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
35;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
35;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
35;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
35;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
35;AKTİF;ULUSLARARASI TİCARET VE LOJİSTİK                                                                    
35;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
35;AKTİF;İLAHİYAT                                                                                            
35;AKTİF;SOSYAL HİZMETLER                                                                                    
35;AKTİF;İLAHİYAT                                                                                            
35;AKTİF;SOSYAL HİZMETLER                                                                                    
35;AKTİF;İLAHİYAT                                                                                            
35;AKTİF;İLAHİYAT                                                                                            
35;PASİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
35;PASİF;ÇAĞRI MERKEZİ HİZMETLERİ                                                                            
35;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
35;PASİF;FELSEFE                                                                                             
35;PASİF;TURİZM VE OTEL İŞLETMECİLİĞİ                                                                        
35;PASİF;ULUSLARARASI TİCARET VE LOJİSTİK                                                                    
35;PASİF;İŞLETME                                                                                             
35;PASİF;İLAHİYAT                                                                                            
35;PASİF;MALİYE                                                                                              
35;PASİF;LOJİSTİK                                                                                            
35;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
35;PASİF;FELSEFE                                                                                             
35;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
35;PASİF;ULUSLARARASI İLİŞKİLER                                                                              
35;PASİF;İŞLETME                                                                                             
35;PASİF;İLAHİYAT                                                                                            
35;PASİF;MALİYE                                                                                              
35;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
35;PASİF;ADALET                                                                                              
35;PASİF;SOSYAL HİZMETLER                                                                                    
35;PASİF;ADALET                                                                                              
35;PASİF;BANKACILIK VE SİGORTACILIK                                                                          
35;PASİF;ADALET                                                                                              
35;PASİF;İLAHİYAT                                                                                            
35;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
35;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
35;PASİF;İŞLETME                                                                                             
35;PASİF;SOSYAL HİZMETLER                                                                                    
35;PASİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
35;PASİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
35;PASİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
35;PASİF;SOSYAL HİZMETLER                                                                                    
35;PASİF;TARIM TEKNOLOJİSİ                                                                                   
35;PASİF;SPOR YÖNETİMİ                                                                                       
35;PASİF;DIŞ TİCARET                                                                                         
35;PASİF;İLAHİYAT                                                                                            
35;PASİF;TURİZM İŞLETMECİLİĞİ                                                                                
36;AKTİF;SOSYOLOJİ                                                                                           
36;AKTİF;LOJİSTİK                                                                                            
36;AKTİF;MARKA İLETİŞİMİ                                                                                     
36;AKTİF;İLAHİYAT                                                                                            
36;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
36;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
36;AKTİF;İŞLETME                                                                                             
36;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
36;AKTİF;SOSYOLOJİ                                                                                           
36;AKTİF;AŞÇILIK                                                                                             
36;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
36;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
36;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
36;AKTİF;İKTİSAT                                                                                             
36;AKTİF;İŞLETME                                                                                             
36;AKTİF;EV İDARESİ                                                                                          
36;AKTİF;SOSYOLOJİ                                                                                           
36;AKTİF;İKTİSAT                                                                                             
36;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
36;AKTİF;EV İDARESİ                                                                                          
36;AKTİF;SOSYOLOJİ                                                                                           
36;AKTİF;ULUSLARARASI İLİŞKİLER (İNGİLİZCE)                                                                  
36;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
36;AKTİF;BANKACILIK VE SİGORTACILIK                                                                          
36;AKTİF;ADALET                                                                                              
36;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
36;AKTİF;İŞLETME                                                                                             
36;AKTİF;İŞLETME                                                                                             
36;AKTİF;İŞLETME                                                                                             
36;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
36;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
36;AKTİF;İŞLETME                                                                                             
36;PASİF;DIŞ TİCARET                                                                                         
36;PASİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
36;PASİF;SAĞLIK YÖNETİMİ                                                                                     
36;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
36;PASİF;GÖRSEL İLETİŞİM TASARIMI                                                                            
36;PASİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
36;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
36;PASİF;TÜRK DİLİ VE EDEBİYATI                                                                              
36;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
36;PASİF;ADALET                                                                                              
36;PASİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
36;PASİF;ADALET                                                                                              
36;PASİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
36;PASİF;ADALET                                                                                              
36;PASİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
36;PASİF;TARIM TEKNOLOJİSİ                                                                                   
37;AKTİF;KÜLTÜREL MİRAS VE TURİZM                                                                            
37;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
37;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
37;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;ULUSLARARASI TİCARET VE LOJİSTİK                                                                    
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
37;PASİF;SOSYAL HİZMETLER                                                                                    
37;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;PASİF;ULUSLARARASI İLİŞKİLER                                                                              
37;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
37;PASİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
37;PASİF;ULUSLARARASI İLİŞKİLER                                                                              
37;PASİF;İLAHİYAT                                                                                            
37;PASİF;TARIM TEKNOLOJİSİ                                                                                   
38;AKTİF;MEDYA VE İLETİŞİM                                                                                   
38;AKTİF;SOSYAL HİZMETLER                                                                                    
38;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
38;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
38;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
38;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
38;AKTİF;EMLAK YÖNETİMİ                                                                                      
38;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
38;AKTİF;SOSYOLOJİ                                                                                           
38;AKTİF;SOSYAL HİZMETLER                                                                                    
38;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
38;AKTİF;AŞÇILIK                                                                                             
38;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
38;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
38;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
38;AKTİF;COĞRAFİ BİLGİ SİSTEMLERİ                                                                            
38;AKTİF;ADALET                                                                                              
38;AKTİF;SOSYAL HİZMETLER                                                                                    
38;AKTİF;TÜRK DİLİ VE EDEBİYATI                                                                              
38;AKTİF;AŞÇILIK                                                                                             
38;AKTİF;İŞLETME                                                                                             
38;AKTİF;FELSEFE                                                                                             
38;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
38;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
38;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
38;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
38;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
38;AKTİF;YAŞLI BAKIMI                                                                                        
38;AKTİF;YAŞLI BAKIMI                                                                                        
38;AKTİF;ULUSLARARASI İLİŞKİLER                                                                              
38;PASİF;SOSYOLOJİ                                                                                           
38;PASİF;İLAHİYAT                                                                                            
38;PASİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
38;PASİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
38;PASİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
38;PASİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
38;PASİF;İŞLETME                                                                                             
38;PASİF;ULUSLARARASI İLİŞKİLER                                                                              
38;PASİF;SOSYOLOJİ                                                                                           
38;PASİF;İLAHİYAT                                                                                            
38;PASİF;TÜRK DİLİ VE EDEBİYATI                                                                              
38;PASİF;ELEKTRİK ENERJİSİ ÜRETİM İLETİM VE DAĞITIMI
38;PASİF;MALİYE                                                                                              
38;PASİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
38;PASİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
38;PASİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
38;PASİF;SOSYOLOJİ                                                                                           
38;PASİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
38;PASİF;İŞLETME                                                                                             
38;PASİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
38;PASİF;İŞLETME                                                                                             
38;PASİF;TARİH                                                                                               
39;AKTİF;SOSYAL HİZMETLER                                                                                    
39;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
39;AKTİF;AŞÇILIK                                                                                             
39;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
39;AKTİF;SOSYAL HİZMETLER                                                                                    
39;AKTİF;İŞLETME                                                                                             
39;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
39;AKTİF;TARİH                                                                                               
39;AKTİF;İŞLETME                                                                                             
39;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
39;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
39;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
39;PASİF;İŞLETME                                                                                             
39;PASİF;LABORANT VE VETERİNER SAĞLIK                                                                        
39;PASİF;MEDYA VE İLETİŞİM                                                                                   
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;AŞÇILIK                                                                                             
40;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
40;AKTİF;TURİZM VE OTEL İŞLETMECİLİĞİ                                                                        
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;AŞÇILIK                                                                                             
40;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
40;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;AŞÇILIK                                                                                             
40;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
40;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;AŞÇILIK                                                                                             
40;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;BİLGİSAYAR PROGRAMCILIĞI                                                                            
40;AKTİF;LABORANT VE VETERİNER SAĞLIK                                                                        
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
40;AKTİF;YÖNETİM BİLİŞİM SİSTEMLERİ                                                                          
40;AKTİF;DIŞ TİCARET                                                                                         
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;RADYO VE TELEVİZYON PROGRAMCILIĞI                                                                   
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;İŞLETME                                                                                             
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;BÜRO YÖNETİMİ VE YÖNETİCİ ASİSTANLIĞI                                                               
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;MARKA İLETİŞİMİ                                                                                     
40;AKTİF;İKTİSAT                                                                                             
40;AKTİF;MALİYE                                                                                              
40;AKTİF;YEREL YÖNETİMLER                                                                                    
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;İKTİSAT                                                                                             
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;İKTİSAT                                                                                             
40;AKTİF;MALİYE                                                                                              
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;İKTİSAT                                                                                             
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;SOSYAL MEDYA YÖNETİCİLİĞİ                                                                           
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;İŞ SAĞLIĞI VE GÜVENLİĞİ                                                                             
40;AKTİF;İKTİSAT                                                                                             
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;FELSEFE                                                                                             
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;ELEKTRİK ENERJİSİ ÜRETİM İLETİM VE DAĞITIMI
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;FELSEFE                                                                                             
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;ENGELLİ BAKIMI VE REHABİLİTASYON                                                                    
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;İŞLETME YÖNETİMİ                                                                                    
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;FELSEFE                                                                                             
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;TARIM TEKNOLOJİSİ                                                                                   
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;İLAHİYAT                                                                                            
40;AKTİF;SİYASET BİLİMİ VE KAMU YÖNETİMİ                                                                     
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;HALKLA İLİŞKİLER VE REKLAMCILIK                                                                     
40;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
40;AKTİF;ADALET                                                                                              
40;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
40;AKTİF;ADALET                                                                                              
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;MALİYE                                                                                              
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;ADALET                                                                                              
40;AKTİF;YAŞLI BAKIMI                                                                                        
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;MUHASEBE VE VERGİ UYGULAMALARI                                                                      
40;AKTİF;ADALET                                                                                              
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;MALİYE                                                                                              
40;AKTİF;SOSYAL HİZMETLER                                                                                    
40;AKTİF;ADALET                                                                                              
40;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
40;AKTİF;ADALET                                                                                              
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;ÇOCUK GELİŞİMİ                                                                                      
40;AKTİF;ACİL DURUM VE AFET YÖNETİMİ                                                                         
40;AKTİF;ADALET                                                                                              
40;AKTİF;YAŞLI BAKIMI                                                                                        
40;AKTİF;SOSYOLOJİ                                                                                           
40;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
40;AKTİF;PERAKENDE SATIŞ VE MAĞAZA YÖNETİMİ                                                                  
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
40;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
40;AKTİF;ADALET                                                                                              
40;AKTİF;YAŞLI BAKIMI                                                                                        
40;AKTİF;TARİH                                                                                               
40;AKTİF;TURİZM İŞLETMECİLİĞİ                                                                                
40;AKTİF;ADALET                                                                                              
40;AKTİF;SAĞLIK KURUMLARI İŞLETMECİLİĞİ                                                                      
40;AKTİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
40;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
40;AKTİF;ADALET                                                                                              
40;AKTİF;İNSAN KAYNAKLARI YÖNETİMİ                                                                           
40;AKTİF;TARİH                                                                                               
40;AKTİF;TURİZM İŞLETMECİLİĞİ                                                                                
40;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
40;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
40;AKTİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
40;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
40;AKTİF;WEB TASARIMI VE KODLAMA                                                                             
40;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
40;AKTİF;TARİH                                                                                               
40;AKTİF;ÇALIŞMA EKONOMİSİ VE ENDÜSTRİ İLİŞKİLERİ                                                            
40;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
40;AKTİF;SAĞLIK YÖNETİMİ                                                                                     
40;AKTİF;FOTOĞRAFÇILIK VE KAMERAMANLIK                                                                       
40;AKTİF;TIBBİ DOKÜMANTASYON VE SEKRETERLİK                                                                  
40;AKTİF;MENKUL KIYMETLER VE SERMAYE PİYASASI                                                                
40;AKTİF;HALKLA İLİŞKİLER VE TANITIM                                                                         
